PaperId,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation
2887220719,2565555076,97018004.0,2,Feiqiao Brian Yu,Stanford University
2887220719,2947853622,196679689.0,5,Tanja Woyke,"Department of Energy Joint Genome Institute, Walnut Creek, CA 94598;"
2887272467,2319297584,19006462.0,4,Joe Ben Itzhak,"Department of Endodontics, Israel Defense Forces (IDF) Medical Corps, Ramat Gan, Israel"
2887272467,2326112563,19006462.0,5,Michael Solomonov,"Department of Endodontics, Israel Defense Forces (IDF) Medical Corps, Ramat Gan, Israel"
2887272467,2331835213,19006462.0,1,Avi Shemesh,"Department of Endodontics, Israel Defense Forces (IDF) Medical Corps, Ramat Gan, Israel"
2887272467,2886334968,19006462.0,3,Ronen Zoizner,Department of Orthodontics Israel Defense Forces (IDF) Medical Corps  Ramat Gan Israel
2887272467,2886754021,19006462.0,2,Galit Birnboim‐Blau,Department of Orthodontics Israel Defense Forces (IDF) Medical Corps  Ramat Gan Israel
2887367853,199565258,76134821.0,3,Thomas Niederkrotenthaler,"1 Unit Suicide Research & Mental Health Promotion, Department of Social and Preventive Medicine, Center for Public Health, Medical University of Vienna, Austria."
2887367853,2132258314,76134821.0,2,Benedikt Till,"1 Unit Suicide Research & Mental Health Promotion, Department of Social and Preventive Medicine, Center for Public Health, Medical University of Vienna, Austria."
2887367853,2887263814,76134821.0,1,Miriam Van den Nest,"1 Unit Suicide Research & Mental Health Promotion, Department of Social and Preventive Medicine, Center for Public Health, Medical University of Vienna, Austria."
2887827435,2080535282,,3,Andrea Coratti,"Division of Oncological and Robotic General Surgery, Careggi University Hospital , Florence, Italy ."
2887827435,2117557962,,2,Michele Di Marino,"Division of Oncological and Robotic General Surgery, Careggi University Hospital , Florence, Italy ."
2887827435,3166376197,,1,Francesco Guerra,"Division of Oncological and Robotic General Surgery, Careggi University Hospital , Florence, Italy ."
2887874679,350177712,111088046.0,3,Sofya Raskhodnikova,"Boston University,  Boston, USA"
2887874679,2108020103,130769515.0,1,Piotr Berman,"Pennsylvania State University, University Park,USA"
2887874679,2492918780,130769515.0,2,Meiram Murzabulatov,[Pennsylvania State Univ.]
2888384876,1976743785,12449238.0,3,Christophe Rault,"University of Orléans, CNRS, LEO, FRE 2014, F45067, Orléans, France1"
2888384876,2734991970,,2,Thouraya Hadj Amor,"EAS and FSEG Mahdia, Monastir University, Tunisia"
2888384876,2888441057,,1,Ridha Nouira,"EAS and FSEG Mahdia, Monastir University, Tunisia"
2888473584,222736091,11892038.0,1,Joseph Ikechukwu Uduji,"Department of Marketing, Faculty of Business Administration, Enugu Campus University of Nigeria Nsukka Nigeria"
2888473584,280769908,,3,Simplice Anutechia Asongu,"African Governance and Development Institute, Yaoundé, Cameroon"
2888473584,2507129911,11892038.0,2,Elda Nduka Okolo-Obasi,"Institute for Development Studies, Enugu Campus University of Nigeria Nsukka Nigeria"
2888608539,192402092,204337017.0,4,Henrik Støvring,Department of Public Health; Aarhus University; Aarhus Denmark
2888608539,1968401696,184942183.0,3,Ivar S. Kristiansen,Department of Health Management and Health Economics; Oslo University; Oslo Norway
2888608539,2113493910,204337017.0,1,Mette H. Møller,Department of Public Health; Aarhus University; Aarhus Denmark
2888608539,2269429333,204337017.0,2,Mette Lise Lousdal,Department of Public Health; Aarhus University; Aarhus Denmark
2889556378,1877980298,154570441.0,27,J Wenner,"Department of Physics, University of California, Santa Barbara, CA 93106-9530, United States of America"
2889556378,1985457869,1291425158.0,26,A Vainsencher,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,1987885433,1291425158.0,19,P Klimov,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2037753533,154570441.0,12,A Dunsworth,"Department of Physics, University of California, Santa Barbara, CA 93106-9530, United States of America"
2889556378,2119670038,154570441.0,29,John M Martinis,"Department of Physics, University of California, Santa Barbara, CA 93106-9530, United States of America"
2889556378,2119670038,1291425158.0,29,John M Martinis,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2123297389,1291425158.0,13,A Fowler,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2169770857,1291425158.0,25,P Roushan,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2428318826,1291425158.0,9,Yu Chen,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2481757337,1291425158.0,18,J Kelly,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2582798817,154570441.0,1,B Foxen,"Department of Physics, University of California, Santa Barbara, CA 93106-9530, United States of America"
2889556378,2637902202,1291425158.0,8,B Burkett,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2647471800,154570441.0,11,B Chiaro,"Department of Physics, University of California, Santa Barbara, CA 93106-9530, United States of America"
2889556378,2707907125,1291425158.0,21,O Naaman,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2718987920,1291425158.0,16,R Graff,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2745692253,1291425158.0,7,K Arya,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2747056463,1291425158.0,17,T Huang,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2760814594,1291425158.0,23,C Neill,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2793722068,1291425158.0,3,E Lucero,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2806171682,1291425158.0,14,C Gidney,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2846403092,1291425158.0,24,C Quintana,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2950621494,1291425158.0,15,M Giustina,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2951261647,1291425158.0,4,E Jeffrey,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,2973722606,1291425158.0,20,A Megrant,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,3070569632,1291425158.0,5,D Sank,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,3081832323,1291425158.0,6,R Barends,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,3131172212,1291425158.0,28,T C White,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,3191401364,1291425158.0,22,M Neeley,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,3191777345,1291425158.0,2,J Y Mutus,"Google, Santa Barbara, CA 93117, United States of America"
2889556378,3192478319,1291425158.0,10,Zijun Chen,"Google, Santa Barbara, CA 93117, United States of America"
2889800087,226974626,913958620.0,2,Julian Emami Namini,"Associate Professor, Erasmus School of Economics, Tinbergen Institute, Centro Studi Luca d'Agliano; Erasmus University Rotterdam; P.O. Box 1738, 3000DR Rotterdam the Netherlands"
2889800087,1885795578,530967.0,1,Richard Chisik,"Associate Professor, Department of Economics, JOR‐211 Ryerson University 350 Victoria Street, Toronto Ontario M5B 2K3 Canada"
2890813689,1994056298,,4,Alexandre Nassif,"ATCO Electric, Edmonton, AB, Canada"
2890813689,2106079187,154425047.0,3,Pooya Bagheri,"Department of Electrical and Computer Engineering, University of Alberta, Edmonton, AB, CANADA"
2890813689,2343580604,154425047.0,2,Wilsun Xu,"Department of Electrical and Computer Engineering, University of Alberta, Edmonton, AB, CANADA"
2890813689,2552144792,,5,Yaxiang Zhou,"FortisAlberta Inc., Airdrie, AB, Canada"
